id,score,sentiment
11865357,10,1
11865357,10,1
11865513,10,1
11865515,1,-1
11865543,10,1
11865628,8,-1
11865628,8,-1
11865628,8,-1
11865672,8,1
11865672,8,1
11865673,8,1
11865700,10,1
11865758,10,1
11865782,10,1
11865782,10,1
11865782,10,-1
11865806,3,-1
11865806,3,-1
11865809,10,1
11865809,10,1
11865817,10,1
11865821,10,1
11865821,10,1
11865821,10,1
11865821,10,1
11865970,7,1
11866005,10,1
11866005,10,1
11866005,10,1
11866009,3,-1
11866051,9,1
11866051,9,1
11866052,4,-1
11866073,10,1
11866073,10,1
11866091,10,1
11866091,10,1
11866093,10,1
11866093,10,1
11866094,10,1
11866094,10,1
11866094,10,1
11866095,10,1
11866095,10,1
11866095,10,1
11866095,10,1
11866096,9,1
11866117,10,1
11866133,10,1
11866133,10,1
11866134,9,1
11866136,9,1
11866136,9,1
11866136,9,1
11866153,8,-1
11866154,8,1
11866154,8,-1
11866179,10,1
11866179,10,1
11866179,10,1
11866299,10,1
11866299,10,1
11866304,10,1
11866304,10,1
11866304,10,1
11866306,10,1
11866656,10,1
11866656,10,1
11867163,10,1
11867163,10,1
11867163,10,1
11868192,10,1
11868192,10,1
11868193,9,1
11868193,9,-1
11868204,10,1
11868217,10,1
11868217,10,1
11868222,10,1
11868222,10,1
11868263,10,1
11868263,10,1
11868263,10,1
11868300,7,-1
11868305,10,1
11868305,10,1
11868310,10,1
11868321,10,1
11868327,10,1
11868328,7,1
11868386,5,1
11868391,10,1
11868391,10,1
11868391,10,1
11868393,9,1
11868408,10,1
11868408,10,1
11868408,10,1
11868408,10,1
11868467,0,-1
11868528,7,1
11868528,7,-1
11868590,10,1
11868590,10,1
11868590,10,1
11868590,10,1
11868597,10,1
11868597,10,1
11868597,10,1
11868598,10,1
11868598,10,1
11868598,10,1
11868598,10,1
11868620,10,1
11868620,10,1
11868628,10,1
11868648,10,1
11868648,10,1
11868651,10,1
11868651,10,1
11868676,10,1
11868676,10,-1
11868701,3,-1
11868706,10,1
11868706,10,1
11868817,9,1
11868846,10,1
11868846,10,1
11868847,0,-1
11868847,0,-1
11868877,8,1
11868877,8,-1
11868871,10,1
11868875,10,1
11868875,10,1
11868879,10,1
11868879,10,1
11868879,10,1
11868879,10,1
11868900,9,1
11868900,9,1
11868902,10,1
11868902,10,1
11868939,8,1
11868939,8,1
11868939,8,1
11868941,10,1
11868941,10,1
11868941,10,1
11868941,10,1
11868942,10,1
11868942,10,1
11868942,10,1
11868967,10,1
11868967,10,1
11869135,10,1
11869135,10,1
11869136,10,1
11869136,10,1
11869136,10,1
11869209,10,1
11869209,10,1
11869209,10,1
11869209,10,1
11869215,5,-1
11869251,10,1
11869252,10,1
11869252,10,1
11869252,10,1
11869258,10,1
11869258,10,1
11869605,5,1
11869670,10,1
11869674,10,1
11869674,10,1
11869792,10,1
11869792,10,1
11869792,10,1
11869793,10,1
11869969,10,1
11870002,0,-1
11870005,10,1
11870005,10,1
11870005,10,1
11870090,10,1
11870090,10,1
11871079,10,-1
11871111,10,1
11871138,10,1
11871138,10,1
11871138,10,1
11871337,7,-1
11871429,9,1
11871429,9,1
11871432,10,1
11871532,8,1
11871533,10,1
11871533,10,1
11871635,8,-1
11871725,8,1
11871733,7,1
11872297,10,1
11872297,10,1
11872297,10,1
11872319,10,1
11872319,10,1
11872319,10,1
11872322,9,1
11872322,9,1
11872322,9,1
11872512,10,1
11872594,9,1
11872594,9,1
11872594,9,1
11872705,2,-1
11874947,8,1
11875209,10,1
11875209,10,1
11875246,10,1
11875246,10,1
11875246,10,1
11875246,10,1
11875478,10,1
11875478,10,1
11875478,10,1
11875478,10,1
11875505,8,1
11875651,10,1
11875651,10,1
11880694,9,1
11880992,10,1
11880992,10,1
11880992,10,1
11880992,10,1
11881087,10,1
11881087,10,1
11881131,4,-1
11881227,10,1
11881227,10,1
11881256,10,1
11881394,10,1
11881394,10,1
11881396,10,1
11881398,10,1
11881398,10,-1
11881533,7,-1
11881616,5,-1
11881617,10,1
11881617,10,1
11881619,9,1
11881619,9,1
11881619,9,1
11881620,10,1
11881620,10,1
11881621,10,1
11881622,5,1
11881623,10,1
11881623,10,1
11881623,10,1
11881623,10,1
11881626,6,-1
11881627,10,1
11881627,10,1
11881663,10,1
11881663,10,1
11881664,8,-1
11881665,10,1
11881665,10,1
11881666,10,1
11881666,10,1
11881666,10,1
11881667,8,1
11881668,9,1
11881668,9,1
11881668,9,1
11881669,10,1
11881669,10,1
11881707,10,1
11881707,10,1
11881707,10,1
11881708,10,1
11881710,10,1
11881710,10,1
11881710,10,1
11881709,7,1
11881709,7,1
11881750,9,1
11881751,10,1
11881751,10,1
11881753,9,1
11881753,9,1
11881753,9,1
11881754,4,-1
11881754,4,-1
11881798,10,1
11881798,10,1
11881798,10,1
11881799,7,1
11881799,7,-1
11881841,10,1
11881841,10,1
11881842,10,1
11881842,10,1
11881844,10,1
11881844,10,1
11881886,10,1
11881886,10,1
11881929,10,1
11881929,10,1
11881929,10,1
11881929,10,1
11881972,5,-1
11882013,7,-1
11882014,10,1
11882014,10,1
11882014,10,1
11882051,5,-1
11882291,10,1
11882292,10,1
11882293,10,1
11882334,8,-1
11882334,8,-1
11882334,8,-1
11882372,3,1
11882372,3,1
11882394,1,-1
11882396,7,1
11882422,8,-1
11882433,9,1
11882433,9,1
11882489,10,1
11882489,10,1
11882490,10,1
11882490,10,1
11882610,7,1
11882748,10,1
11882748,10,1
11882748,10,1
11882814,10,1
11882844,10,1
11882844,10,1
11882844,10,1
11882859,10,1
11882859,10,1
11882859,10,-1
11882861,10,1
11882861,10,1
11882880,8,1
11882880,8,-1
11882922,10,1
11882922,10,1
11882922,10,1
11882922,10,1
11882922,10,1
11882923,0,-1
11882936,9,1
11882936,9,1
11882937,10,1
11882937,10,1
11882937,10,1
11882937,10,1
11882938,0,-1
11882939,3,-1
11882939,3,-1
11882940,10,1
11883894,10,1
11883898,10,1
11883898,10,1
11883929,10,1
11884968,6,-1
11884968,6,-1
11884971,8,1
11884971,8,-1
11884993,10,1
11884993,10,1
11885042,10,1
11885042,10,1
11885045,8,1
11885045,8,1
11885070,10,1
11885070,10,1
11885072,10,1
11885074,10,1
11885094,10,1
11885094,10,1
11885117,9,1
11885117,9,1
11885117,9,1
11885117,9,1
11885155,10,1
11885157,4,-1
11885265,10,1
11885265,10,1
11885265,10,1
11885335,10,1
11885335,10,1
11885335,10,1
11885337,9,1
11885337,9,1
11885430,4,1
11885431,9,1
11885435,10,1
11885435,10,1
11885435,10,1
11885469,10,1
11885469,10,1
11885474,6,1
11885474,6,-1
11885488,10,1
11885644,10,1
11885644,10,1
11885644,10,1
11885645,6,-1
11885695,10,1
11885695,10,1
11885714,9,1
11885714,9,1
11885714,9,1
11885714,9,1
11885760,10,1
11885760,10,1
11886031,10,1
11886031,10,1
11886031,10,1
11886031,10,1
11886031,10,1
11886032,10,1
11886085,8,1
11886087,10,1
11886146,10,1
11886284,9,1
11886338,10,1
11886338,10,1
11886366,10,1
11886373,5,-1
11886374,10,1
11886414,10,1
11886414,10,1
11886442,9,1
11886442,9,1
11886469,10,1
11886469,10,1
11886520,10,1
11887228,8,-1
11887231,10,1
11887261,10,1
11887291,3,-1
11887296,10,1
11887353,0,-1
11887353,0,-1
11887353,0,-1
11887538,10,1
11887538,10,1
11887538,10,1
11887538,10,1
11887538,10,1
11887540,10,1
11887540,10,1
11887540,10,1
11887540,10,1
11887569,10,1
11887569,10,1
11887598,5,-1
11887633,10,1
11887633,10,1
11887633,10,1
11887633,10,1
11887634,10,1
11887634,10,1
11887634,10,1
11887671,10,1
11887671,10,1
11887746,10,1
11887824,10,1
11887828,10,1
11887951,9,1
11887951,9,1
11887951,9,1
11888840,9,1
11888840,9,1
11888840,9,1
11888892,0,-1
11888920,10,1
11888922,8,1
11888922,8,1
11888922,8,1
11889113,10,1
11889113,10,1
11889142,10,1
11889150,10,1
11889267,9,1
11889267,9,1
11889613,10,1
11889766,8,-1
11890522,9,1
11891481,10,1
11891481,10,1
11891482,6,-1
11891483,0,1
11891516,10,1
11891516,10,1
11891516,10,1
11891516,10,1
11891568,10,1
11891568,10,1
11891784,9,1
11891784,9,1
11891786,7,-1
11895783,10,1
11895783,10,1
11895783,10,1
11895783,10,1
11895783,10,1
11895784,10,1
11895812,10,1
11895812,10,1
11895914,8,-1
11896147,9,1
11896147,9,1
11896147,9,1
11896189,10,1
11896458,10,1
11896458,10,1
11896458,10,1
11896458,10,1
11896549,4,-1
11896549,4,-1
11896938,10,1
11896938,10,1
11896938,10,1
11896938,10,1
11896938,10,1
11897432,10,1
11897432,10,1
11897432,10,1
11899641,7,-1
11899641,7,-1
11899661,3,-1
11899806,10,1
11899844,10,1
11899866,3,1
11900188,10,1
11900391,6,-1
11900570,10,1
11900570,10,1
11900570,10,1
11900570,10,1
11900646,10,1
11900646,10,1
11900842,10,1
11900842,10,1
11901333,10,1
11901333,10,1
11901333,10,1
11901398,10,1
11901398,10,1
11901434,10,1
11901434,10,1
11901487,10,1
11901667,10,1
11901810,10,1
11901885,10,1
11901885,10,1
11901885,10,1
11901885,10,1
11901886,10,1
11901932,6,-1
11902281,2,-1
11902281,2,-1
11902281,2,-1
11902333,10,1
11902333,10,1
11902333,10,1
11902412,10,1
11902412,10,1
11902517,8,-1
11902517,8,-1
11902538,9,1
11902538,9,1
11902543,10,1
11902543,10,1
11902543,10,1
11902569,10,1
11902569,10,1
11902569,10,1
11902573,0,-1
11902839,9,1
11902839,9,1
11904280,10,1
11904733,9,1
11904733,9,1
11904807,10,1
11904975,8,-1
11904975,8,-1
11905007,8,1
11905010,10,1
11905010,10,1
11905010,10,1
11905301,10,1
11905354,10,1
11905354,10,1
11908529,10,1
11908529,10,1
11908529,10,1
11909064,10,1
11909064,10,1
11909064,10,1
11909064,10,1
11909064,10,1
11909186,3,-1
11909186,3,-1
11909256,10,1
11909256,10,1
11909256,10,1
11909256,10,1
11909289,10,1
11909289,10,1
11909289,10,1
11909441,7,1
11909806,7,-1
11909807,10,1
11910114,10,1
11910114,10,1
11910188,9,1
11910188,9,1
11910476,10,1
11910476,10,1
11910476,10,1
11910490,8,1
11912102,8,1
11912497,5,1
11912497,5,-1
11912514,10,1
11912514,10,1
11912514,10,1
11912514,10,1
11912514,10,1
11912514,10,1
11912532,9,1
11912532,9,1
11912532,9,1
11912533,10,1
11912533,10,1
11912533,10,1
11912622,1,-1
11912641,10,1
11912641,10,1
11912887,10,1
11912920,9,1
11912920,9,1
11912920,9,1
11912952,7,-1
11913182,10,1
11913182,10,1
11913182,10,1
11914907,10,-1
11913923,10,1
11783950,0,-1
